region,communes,lignes_test,feux_test,taux,A · tout,lift_A,B · territorial,lift_B,C · physique,lift_C
24,1754,2522,119,0.0471847739888977,0.3348204505452002,7.095942657773067,0.4259139499344987,9.026512451552989,0.3970679822356868,8.415171858810101
27,3685,5118,77,0.015044939429464634,0.1400783633924521,9.310663166786622,0.179517633049325,11.932094103200589,0.18198723965311506,12.096242760320038
44,5115,7046,56,0.007947771785410162,0.05823086221739118,7.326690271138184,0.13309530231308112,16.746241073178027,0.13823147518880788,17.392481681791793
52,1225,1792,155,0.08649553571428571,0.5437822059102219,6.286823954781404,0.6208234940228073,7.177520653476586,0.600443900781925,6.941906259362643
75,4293,6905,812,0.11759594496741492,0.5476504913775551,4.657052515963076,0.6201852094229369,5.273865604760319,0.6167445276459707,5.24460709777762
76,4445,7425,1402,0.18882154882154883,0.6352740002522457,3.364414730294525,0.6613973925933964,3.5027643651968385,0.6522437241066031,3.454286484658722
84,4019,5912,414,0.07002706359945873,0.39267011201494323,5.607405077855904,0.4505078568491065,6.433339250463568,0.4542684171078118,6.487040777636191
93,946,2033,772,0.37973438268568616,0.7048100578968163,1.8560606835546989,0.7505734392050555,1.9765748729324844,0.7502961129566222,1.9758445565295506
94,360,1044,552,0.5287356321839081,0.7397904427096884,1.3991688807770193,0.8296189464926116,1.569061920540374,0.8245534271406253,1.5594814817659652
