iteration,ajustement,evaluation
93,0.8137335183740466,0.7256633940118092
94,0.8140462682112738,0.7258413415656697
95,0.8143531633952781,0.7259777908007375
96,0.814589087083522,0.7259686551625713
97,0.8147526604065395,0.726064914040485
98,0.8151151939282263,0.7261045847225457
99,0.8152357371741078,0.7261935634167671
100,0.8154144881274696,0.7263047673541593
101,0.8157166720084037,0.7264758668741785
102,0.8160350106019628,0.7266183884691367
103,0.8161903377155157,0.7267310124057678
104,0.8163909544068367,0.7267628364384231
105,0.8166064819839587,0.7270078857334293
106,0.8169351031722922,0.7272683864816845
107,0.8171501876125908,0.727491452598491
108,0.8174584885309026,0.7276260436736393
109,0.8178581170790425,0.7276345138786656
110,0.8181904843618075,0.7278295350476647
111,0.818399004657234,0.7279709760202733
112,0.8186136876591367,0.7281125263363015
113,0.818780366035927,0.7281533415015975
114,0.8189796448083524,0.7282706843905974
115,0.8192528023263311,0.7283692533578322
116,0.819371741789328,0.7283606952265667
117,0.8195517368114875,0.7284506313603338
118,0.8197403392493461,0.7285321320764884
119,0.8198797556365663,0.728583833342688
120,0.8202351964447191,0.7286165778571457
121,0.8204450572265931,0.7286932403038909
122,0.8207126617161731,0.7288224585503802
123,0.8209063447494269,0.7288904684395878
124,0.8210608049246177,0.7289965801908446
125,0.8213331739061955,0.7290780039676757
126,0.8215559581536047,0.7291545784113875
127,0.8218627399814267,0.7293607396478634
128,0.8220946235434178,0.7294727919930091
129,0.8222205636717679,0.7294600857277659
130,0.8224278554677216,0.7294693865237705
131,0.8227569139686189,0.7296030142694244
132,0.8232186751084752,0.7298292534003622
133,0.823390451143353,0.7298067861964408
134,0.8235485540089895,0.7298290138451821
135,0.8237897257826751,0.729968666024807
136,0.824061680735504,0.730031050228124
137,0.8242986978952671,0.7300953768621232
138,0.8246104966388488,0.7301382138509215
139,0.8248314691806201,0.730173850172211
140,0.824977917618533,0.7302159941030847
141,0.8252352647270603,0.7303284200137247
142,0.8253457500417049,0.7303261457133067
143,0.8256516883801811,0.7303593711736018
144,0.8258663241084458,0.7304291985885484
145,0.8261541920968577,0.7304728990523739
146,0.8263299135665525,0.730619169402858
147,0.826547352568804,0.7306623173304635
148,0.8266919570816283,0.730638536109429
149,0.8268490283159541,0.7306586081163666
150,0.8271475728926694,0.7307641916869295
151,0.8273461948494194,0.7307372617612362
152,0.8274940885940129,0.7307443212272895
153,0.82760725608451,0.7307399166471722
154,0.8279374557259798,0.7307828915966618
155,0.8280295283534359,0.7308662177520249
156,0.8283291280298032,0.7308784950870209
157,0.8285735227609832,0.7309114828487228
158,0.8288143626643287,0.730783136047024
159,0.8289105963917013,0.7308214649311912
160,0.8291956099923226,0.7309608753872318
161,0.8294500089540457,0.7310960842125848
162,0.8298439787290424,0.7312276433949392
163,0.8300489129068859,0.7312109680481167
164,0.830396310049959,0.7313881308418173
165,0.8306511681564329,0.7313555655182921
166,0.8308100244212057,0.7314004284379397
167,0.8309926595506083,0.7314249004559307
168,0.8312817077857634,0.7314830256090509
169,0.8314652608041802,0.7314821969202726
170,0.8316117119060918,0.7314670777092489
171,0.8317684989964991,0.7314876000431034
172,0.831937886382105,0.7313956911757182
173,0.8321081029890413,0.7314644481221195
174,0.8322263258726353,0.7315609733038038
175,0.8323740219016126,0.7316185362025535
176,0.8325360624171522,0.7316888369530978
177,0.8328357431277031,0.731698167142039
178,0.8330614097688078,0.7316971192724997
179,0.8333115266513257,0.7318211807434559
180,0.8335914730999493,0.7319384600897214
181,0.833806836551939,0.7319574329988043
182,0.8340102410477978,0.731878692075727
183,0.8340844620284042,0.7319193243412869
184,0.8343526760627389,0.7319099065356943
185,0.834618435717009,0.7318514448516441
186,0.8349172905758123,0.7319139709818262
187,0.8351496593559065,0.7320017493193443
188,0.8353517083979615,0.7319800486884701
189,0.8355093749621106,0.7319246851476132
190,0.8357237596773903,0.7319609971223164
191,0.8359155368436593,0.7320074458278025
192,0.8361431550575579,0.7320647433695435
193,0.8363556468537859,0.7320861235255711
194,0.8364370561721998,0.7320501064159308
195,0.836619037351586,0.7321649325907463
196,0.8367082562067804,0.732126591106669
197,0.8368856329001871,0.7321548186687397
198,0.836962814716923,0.7322004712150643
199,0.8371731216366326,0.7321553231299761
200,0.8373690528234143,0.7322268191348068
201,0.8374852500637917,0.7322514019851032
202,0.8376194563516445,0.7322670561172593
203,0.8378540969855517,0.7322571376489697
204,0.8379329377438921,0.732288736419969
205,0.838143469663979,0.7321934744830868
206,0.8382690533291223,0.7320861756896032
207,0.8383930312924706,0.7321048209605053
208,0.8385177883099141,0.7321186193911401
209,0.8386805784297203,0.7320843786624703
210,0.8389948399843924,0.7320441546177233
211,0.839173446866552,0.7321051169892926
212,0.8393224851027145,0.732148976742261
213,0.8395354030370492,0.7322001968205678
214,0.8396772821207026,0.7321603179729987
215,0.8397767246523004,0.7321484872335696
216,0.8400288392868575,0.7322764307729256
217,0.8402791414510037,0.7323696521634346
218,0.8404114590293073,0.7323850028215017
219,0.8406197606440414,0.732389916804876
220,0.8408035446028934,0.7324423049422708
221,0.8409312750495375,0.7325338616380372
222,0.8410667427671086,0.7326143668317602
223,0.8412292249762825,0.7326029383958018
224,0.8414729653912641,0.7326245864937263
225,0.8416025382377592,0.7326246218927701
226,0.8418226083216303,0.7327761532746795
227,0.8419834100102661,0.7327676004625734
228,0.8421766566394949,0.7327544092748622
229,0.8424128871552398,0.7328620066328767
230,0.8425332981551974,0.7329449571407357
231,0.8428032945483399,0.7328700576106467
232,0.8429430432120362,0.7329740506779127
233,0.8431869472490584,0.7328168002218648
234,0.8435042422641805,0.7329092111555828
235,0.8437160504286897,0.7329401496253742
236,0.8439657178989172,0.7329881636757769
237,0.8440985776728949,0.7329789131922271
238,0.8442334152819848,0.7329584104610385
239,0.8443682203611419,0.7329765298262747
240,0.8445686834191954,0.7330479821929782
241,0.8446842598378402,0.7331658742813422
242,0.8448219115841861,0.7331821317069744
243,0.8450931292339657,0.7332098925120817
244,0.8453003969985101,0.7331207347943525
245,0.8455479728148261,0.7333526869713427
246,0.8456327556055516,0.7333649614555913
247,0.8458615616491304,0.7333941386692167
248,0.8459194275442093,0.7333076235437196
249,0.8460369733380253,0.7332963807328216
250,0.8462420310578005,0.7332997089918419
251,0.8464347182981228,0.7332362291598374
252,0.8465857147110822,0.7332472161922208
253,0.8467864929460392,0.7332798106674739
254,0.847000046249865,0.7334027958090398
255,0.8472256750846751,0.7334696300826016
256,0.8473374080718626,0.7335399860931562
257,0.8475592081971887,0.7335625857052882
258,0.8476403272427308,0.7335879944318974
259,0.8477274650260862,0.7336470266232444
260,0.8478303279442961,0.7336311136840286
261,0.8480672590938483,0.7336402882746486
262,0.8481258518947754,0.733633909090482
263,0.8483027638877696,0.7335833466705163
264,0.848354357924164,0.733571340421373
265,0.8484577525577711,0.7335891220296977
266,0.8486394245047802,0.7335798993913422
267,0.8487337146059223,0.7336004430973392
268,0.8489255976189358,0.7336354902457661
269,0.8489548959496932,0.7336269035755048
270,0.8490384120031238,0.7337119345100117
271,0.8491194883185995,0.7337707407391089
272,0.8493076681904519,0.7338630376709894
273,0.8494751504811469,0.7338478542528201
274,0.8496812488893476,0.7339030576385325
275,0.8498248241097438,0.7338957613877868
276,0.849890160139097,0.7338987676190767
277,0.8500527511090972,0.7338522376869354
278,0.850184886399638,0.733870613138818
279,0.8503047280742326,0.733820033335538
280,0.8505079855906915,0.7338442667668376
281,0.8506633090800231,0.7338330597115591
282,0.8508209465407709,0.7338314019566523
283,0.8510034708518,0.7338064855153248
284,0.8511707043524817,0.7339157311394282
285,0.8512707534598893,0.7339830225114838
286,0.8514783390910228,0.7340713776644117
287,0.8516997959755994,0.7342299876427888
288,0.851944909006269,0.7342711805672414
289,0.8520614967582001,0.7342332187483925
290,0.8521891572221534,0.7342617703604035
291,0.852359901811977,0.7342005409846963
292,0.852431546924509,0.7342595482704672
293,0.8526400759882367,0.7341519000141724
294,0.852739514378608,0.7341246488197061
295,0.8528508097842304,0.7340640901952858
296,0.8530506264215055,0.7341007727032776
297,0.8531995072009365,0.7341132288884746
298,0.8533270031429013,0.7340852751349096
299,0.853507080358459,0.7340899663893482
300,0.8536675395521675,0.7340569324373534
301,0.8537869217772357,0.7340970507106065
302,0.8539447747978857,0.7340930419176225
303,0.8540496596610141,0.7341012142210822
304,0.854111736574146,0.7341062963126689
305,0.8542160640549774,0.7341024530727822
306,0.8543965652336724,0.7340824243637603
307,0.854508672112571,0.7340924136686258
308,0.8546659747867608,0.7341627022405314
309,0.8548513008888502,0.7341326233237834
310,0.8550325764632325,0.7341672233764254
311,0.8552192887697255,0.7342358681903395
312,0.855317108851043,0.7342249338254603
313,0.8555173659626424,0.7341245813552003
314,0.8556784300487624,0.7339719290360753
315,0.8558170539289038,0.7339919344019019
316,0.8559862251029521,0.7339496357697597
317,0.856153695237572,0.7339962395646276
318,0.8563440095620077,0.7340035422163262
319,0.8564737365899274,0.7341528393080599
320,0.856628975990689,0.7341145175325918
321,0.8567635804818036,0.7340849235608645
322,0.85686334803535,0.7340444500331376
323,0.8569222918108776,0.7340330770461171
324,0.8571541368667489,0.7340319730628747
325,0.8573206083344265,0.7339625157381916
326,0.8575291963702845,0.7340404134773726
327,0.8576176529603075,0.7340516922836602
328,0.8577892600888632,0.7341374771007633
329,0.8579133253363261,0.7342006762878509
330,0.8580420808710871,0.7341658820185483
331,0.8582622514377088,0.7342011517962089
332,0.8583474091596711,0.734203856269934
333,0.8585410955506447,0.7341059479288303
334,0.8587518693908065,0.7341121093137917
335,0.8589076304076719,0.734134586752821
336,0.8589328336746198,0.7341402060743268
337,0.8591058819723588,0.734136155162614
338,0.8592993859675309,0.7340634292048548
339,0.859382408934989,0.7339881947769678
340,0.8595426356266408,0.7340032179337428
341,0.8596562705525386,0.7340428098960481
342,0.8598580233377628,0.7340572836463831
343,0.8600527209132837,0.7340503739019458
344,0.8601771215724165,0.7340486349019812
345,0.86033019520155,0.734045358821561
346,0.8605242551535495,0.7341279018441883
347,0.8606126424264317,0.7341442234534328
348,0.8607876312366571,0.734106347903278
349,0.8609861132130215,0.7341550990602973
350,0.8611248569510156,0.7341893375467238
351,0.8612078411337968,0.7341316574699163
352,0.8612980656611172,0.7341597139914071
353,0.8614432118152127,0.7341228539007388
354,0.8615377637572871,0.7341512624454058
355,0.861693675830868,0.734160506456336
356,0.8617641114385189,0.7341845357390858
357,0.8619311745735684,0.7342255508108833
358,0.8621046762293781,0.7342808272430932
359,0.8622266953181269,0.7342144061734281
360,0.86238910459185,0.7342174860272385
361,0.8624712412312348,0.7342506175493693
362,0.8626427714885743,0.7342804817530195
363,0.8626974811944523,0.7343109076210537
364,0.8627971441951664,0.7343725358623512
365,0.8629634487329758,0.7343345398386901
366,0.8632020172255107,0.7342001705271337
367,0.8634197623007918,0.7342305708394873
368,0.8635102939543582,0.7342551096756517
369,0.8637384281779685,0.734192827357727
370,0.8638663315271339,0.7340858256448216
371,0.8640206573506561,0.7340778556357643
372,0.8640638267050267,0.7340818203769205
373,0.8641857575834486,0.734025533041538
374,0.8642214975610253,0.7340100652318711
375,0.8643666762001655,0.734002440027943
376,0.8644097412603162,0.7339584440605207
377,0.8645080978724707,0.733909058162312
378,0.8645977844517633,0.7338808997296822
379,0.8648072288487862,0.7338543905082325
380,0.8649684246959373,0.7338566674558973
381,0.8651249104594246,0.7338429577986884
382,0.8652210494623687,0.7338594566108493
383,0.8653495041992743,0.7338162137171975
384,0.8654791032794146,0.7338663886305516
385,0.8656048645308352,0.7338815140635232
386,0.865802915118617,0.7339073093828402
387,0.8659751503517862,0.7340324642317266
388,0.8660769550861753,0.7340501486592936
389,0.8661682838053256,0.7340034621921073
390,0.8663218994823465,0.7339472138904636
391,0.8663894831264206,0.7339357296511978
392,0.8665282385363055,0.733997051446832
393,0.8666540632857317,0.7339940454747624
394,0.8667929225853176,0.7339938312754807
395,0.8669034026939939,0.7340518847438396
396,0.8669666103532959,0.734044605631485
397,0.8671239422338336,0.7340170918904567
398,0.8673080466591083,0.7339641916370476
399,0.8674622150544441,0.7339575777999339
400,0.8676167437704576,0.733962357728619
401,0.8676912332257977,0.7339533068050423
402,0.8677231381267764,0.7339530365336622
403,0.8679065606105988,0.7338956742969857
404,0.8680327946567943,0.7338298956502348
405,0.8681664905334594,0.7337736019959704
406,0.8683154524056553,0.7337348023104362
407,0.8684868979938385,0.7337394592565036
408,0.8685534412977969,0.7337255374713316
409,0.8686868372246184,0.7337369354637935
410,0.8687592913775943,0.7337771157958912
411,0.8689518594105653,0.7337472739133601
412,0.8690435090719366,0.7337781229534678
413,0.8691072894260993,0.733752192984224
414,0.8692499561668777,0.7337853699847853
415,0.8693645040406062,0.7338534230163553
416,0.8695025964531338,0.7338657460991913
417,0.8696604700936186,0.7338934660248134
418,0.869820565490574,0.7338911382753033
419,0.8699710061191289,0.7338381758655427
420,0.870035678315809,0.7338785289423269
421,0.8702044068688596,0.7338602764590026
422,0.8702960404625177,0.733875708002832
423,0.8703873345905615,0.7338943653639236
424,0.8704963163321319,0.7338974394391087
425,0.8706259460648287,0.7339061211140022
426,0.8706785233726766,0.7339072012313916
427,0.8707006828963515,0.7338955510062996
428,0.8708505422673589,0.7339180514210197
429,0.8709991626702505,0.7339313048422508
430,0.8710405977324938,0.7339474399427077
431,0.8711429576164346,0.7339429358614946
432,0.8712840837771185,0.7339326789498203
433,0.8713888332587052,0.7338679674167592
434,0.8714542021814495,0.7339259490750427
435,0.8715479979886804,0.7339205534106934
436,0.8716134295283454,0.7339378560961467
437,0.8717543494398667,0.7338928911077169
438,0.8719753516722772,0.7338462727135053
439,0.8721825960956694,0.7337771958539496
440,0.8723247362741456,0.7338053712710835
441,0.8723740780855183,0.7338180171281415
442,0.8725253102226025,0.7338544391123305
443,0.8726657813062906,0.73392166577038
444,0.8728282936185977,0.7338808412271105
445,0.8729021931456512,0.7338623452227405
446,0.873007195589014,0.7338476167568975
447,0.8731057383443973,0.7337764703299517
448,0.873273624720522,0.7338646502192763
449,0.8732862199870932,0.7338913604542454
450,0.8734655556895284,0.7338287264283126
451,0.8735641566708484,0.7338295909707391
452,0.8736429548474115,0.7338792086687653
453,0.8737906268840958,0.7338676928977645
454,0.8739081475523077,0.7339122645841564
455,0.8739730278067954,0.7339508881321265
456,0.8740882126100441,0.7339496713341018
457,0.8742099267972154,0.7339093041345341
458,0.8743808958769935,0.7338740092179887
459,0.8745818816146472,0.7338923995441823
460,0.874637716186059,0.7338836619007286
461,0.8747361683020433,0.7338508621716919
462,0.8748510755943367,0.733884421503364
463,0.874905717828714,0.7338872193432758
464,0.8750021965774444,0.7337726818987537
465,0.875203983232553,0.7338004460297162
466,0.8753280543037066,0.733796306531954
467,0.8754605757154057,0.7337630729455765
468,0.8755840777423342,0.733677720580296
469,0.8756739549606941,0.733671955485356
470,0.8757868865534584,0.7336455501646338
471,0.8758290319860151,0.7336385000488178
472,0.8759776519887406,0.7336745483901673
473,0.8761320894897106,0.7337560191448731
474,0.8762290806268351,0.7338659664678829
475,0.876397849519375,0.7338737106151363
476,0.8764847745133777,0.7338497255349996
477,0.8765418853971759,0.7338254603499614
478,0.8766254853753622,0.7338435476187231
479,0.8767612681323428,0.7337905214279873
480,0.8769010765186798,0.7337879289895467
481,0.8770411562539965,0.7337398432355425
482,0.8771575848089496,0.7337000621792843
483,0.8772987408333486,0.7336542857312853
484,0.8774382511778105,0.7336456324052621
485,0.8775692463793703,0.7336574996657953
486,0.8776846276764582,0.7337044550768343
487,0.87783544563292,0.7337353042583111
488,0.87794559176711,0.7336877782284359
489,0.8780456109176472,0.7336821526338317
490,0.8781820851806883,0.7336395797702372
491,0.8782636971113855,0.7337233707458064
492,0.8782943918257312,0.7337330161739589
493,0.8783498180626332,0.7337688252353676
494,0.8784702319011374,0.7338219050223056
495,0.8785948471665751,0.7337326633904653
496,0.8786700288731133,0.7337164697835079
497,0.8788285740366609,0.7336697601056682
498,0.8788768113468727,0.7336696821230325
499,0.8790324935430541,0.7336855252873752
500,0.8791723045328945,0.7336424789446975
501,0.8792263840086124,0.7336041924286257
502,0.8793638247286087,0.733681709353332
503,0.8794839036854887,0.7337085264406316
504,0.8796225930773183,0.733733182280804
505,0.8797451626514612,0.7337394871007591
506,0.8798514841190617,0.7337352353267703
507,0.8799168161013966,0.7337438502046131
508,0.8799553704128378,0.7337681417320614
509,0.880111844561534,0.7337120436561014
510,0.8801872139971084,0.7337338687976297
511,0.880294103642737,0.7337450624792152
512,0.8805008757295784,0.7337638016203845
513,0.8806773258521527,0.7336976640450803
514,0.8807831882321222,0.7336779792694534
515,0.8808898454209879,0.7336647588969853
516,0.8809089908545539,0.73370250404885
517,0.8809541849323436,0.7337040020811941
518,0.8811215068193632,0.7337049679797956
519,0.8812963996886273,0.7336539835925294
520,0.8814839315890665,0.7335404957426922
521,0.8815651936059502,0.7335082718148074
522,0.8816693151085669,0.7334839171381322
523,0.8817883375562053,0.7334733481874232
524,0.8818683491510335,0.7334864271459403
525,0.8820025282547921,0.7334214294963338
526,0.8821067398521172,0.7334247799421993
527,0.8822751330889975,0.7334612382692038
528,0.8823495207739068,0.7334832974134433
529,0.882418267003912,0.733458935213471
530,0.8825376275151906,0.7334651961657576
531,0.8826707661869583,0.7335080631096103
532,0.8827513035789925,0.7335373737250255
533,0.8827945658810695,0.733536141850646
534,0.8828749254905612,0.7334955179744104
535,0.8829692814831207,0.73348441969407
536,0.883103074801284,0.7334353401010819
537,0.8831755733852065,0.7334636646949907
538,0.8832982573198284,0.7334916159622589
539,0.8834399288632203,0.7334814045324985
540,0.8835705163011803,0.7334607850776492
541,0.8836973749530187,0.7334396529212166
542,0.8837836958415343,0.7333920116861656
543,0.8839439204468288,0.733388671119416
544,0.8840277483997595,0.7334269500157083
545,0.8841776800100926,0.7334581793171194
546,0.884257433785625,0.7334382096776758
547,0.884342208244709,0.7333780385669902
548,0.8843769060639199,0.7333719014829899
549,0.8844830555548765,0.7333848902348584
550,0.8845537209129679,0.7334237757685234
551,0.8847083783842886,0.7334374964541737
552,0.8848415103751064,0.7334102901045181
553,0.8849974985920374,0.7333686159430264
554,0.8851203898702081,0.7333400773867129
555,0.8852406346439877,0.733340954078711
556,0.8853547218803045,0.7333586001579181
557,0.8854551105399892,0.7334148311965094
558,0.8855786912110387,0.733348739041388
559,0.8856763753485127,0.7334566270157256
560,0.8857761326643497,0.7334224322633357
561,0.8859233098814516,0.7333609743410168
562,0.8860289663631244,0.7333905339127536
563,0.8861451201543034,0.733456518084984
564,0.8862797345927069,0.7334507994670334
565,0.8864415323338675,0.7335365384233858
566,0.8864755312347544,0.7335492264881129
567,0.8865078264873238,0.7335375323700585
568,0.8865936175285898,0.7335208781989898
569,0.8867522664334762,0.7335206335333353
570,0.8868674955224898,0.7335253956032562
571,0.8870438588768599,0.7335048233718288
572,0.887072053916199,0.7334879982414245
573,0.8871820375567182,0.7334719788895201
574,0.8872306850692452,0.7334545745519419
575,0.8873811311615946,0.7335455083253879
576,0.8874303391154351,0.7335477939140459
577,0.8875525610776562,0.7335339717118071
578,0.8876251557245918,0.7335414459013979
579,0.8876940496052906,0.7335663227970559
580,0.8878150983130642,0.7335190725661884
581,0.8879260143121714,0.7334226821434204
582,0.8879314122408029,0.7334502693033402
583,0.8880270115874062,0.7334546666730449
584,0.8881545042113419,0.7334907313156501
585,0.8882353788190157,0.7334653635721645
586,0.8883716170121574,0.7335417910631469
587,0.8884402364175975,0.7335554871827994
588,0.8884726241959641,0.7335382711577637
589,0.8886252091552577,0.7336530400231611
590,0.8887500478245782,0.7336841478034664
591,0.8888936559864463,0.7337542985561738
592,0.8889395120953374,0.7337360040858071
593,0.8890898156897717,0.733784923986432
594,0.8892298374737345,0.7337400722854004
595,0.8893530556427636,0.7337694564317733
596,0.889451377940937,0.733790664217797
597,0.889478109604532,0.7337958563545108
598,0.8895758244419784,0.7337912204133279
599,0.8897297111710839,0.7337329830014279
600,0.8897683486762623,0.7338003914276564
