r2_log,mae_log,mae_ha,pr_auc_grand,lift_grand,roc_auc_grand,base_grand,seuil_ha,n_ajustement,n_evaluation
0.14414616302885064,0.5405391888235338,3.941496950768403,0.2322184087035117,2.884362551043336,0.7664191858425877,0.08050943825335456,5.0,29235,4397
