modele,budget,lignes,feux,rappel,precision
v3,0.00902284893869109,343486,2543,0.4022461246441,0.007403504072946205
v3,0.009417401237938048,358506,2589,0.4095223030686492,0.007221636457967231
v3,0.009829211916719309,374183,2632,0.41632394811768425,0.007033991389240025
v3,0.010259042760432888,390546,2679,0.4237583043340715,0.006859627291023337
v3,0.010707655554476798,407624,2739,0.43324897184435307,0.006719427707887661
v3,0.011175890889635054,425449,2793,0.44179057260360644,0.006564829156961234
v3,0.01166461562515367,444054,2839,0.44906675102815563,0.006393366572533971
v3,0.012174696620278664,463472,2886,0.45650110724454285,0.0062269133841958094
v3,0.012707079539642051,483739,2927,0.46298639670990194,0.006050783583709397
v3,0.013262736316337849,504892,2978,0.47105346409364124,0.005898291119685002
v3,0.013842717688846075,526971,3022,0.4780132869345144,0.0057346609206199205
v3,0.014448048127184749,550015,3067,0.48513128756722557,0.005576211557866604
v3,0.015079830906757888,574066,3121,0.493672888326479,0.00543665710911289
v3,0.015739274376817516,599170,3172,0.5017399557102182,0.005293990019527012
v3,0.01642753434969165,625371,3235,0.5117051565960139,0.005172929349138352
v3,0.017145897980018317,652718,3276,0.518190446061373,0.0050190128049172845
v3,0.017895652422435536,681260,3337,0.5278392913634926,0.004898276722543522
v3,0.018678216173891333,711051,3404,0.5384372034166403,0.004787279674735005
v3,0.019495007731333735,742145,3445,0.5449224928819993,0.004641950023243436
v3,0.020347498128634768,774598,3503,0.5540968048086049,0.004522345784523069
v3,0.021237289741976455,808471,3568,0.5643783612780766,0.004413268997898502
v3,0.02216598494754083,843825,3626,0.5735526732046821,0.0042970995170799635
v3,0.02313526492689592,880724,3679,0.5819360961720974,0.0041772450847257486
v3,0.024146942203919757,919237,3754,0.5937994305599494,0.004083821691250461
v3,0.025202881839414378,959435,3820,0.6042391648212591,0.0039815099511691775
v3,0.02630497516264381,1001390,3884,0.6143625434988927,0.0038786087338599346
v3,0.02745527111364409,1045180,3932,0.621955077507118,0.0037620314204251898
v3,0.02865587116937526,1090885,3990,0.6311293894337235,0.0036575807715753723
v3,0.029908955612183354,1138588,4033,0.6379310344827587,0.0035421065389763464
v3,0.031216862335186415,1188378,4084,0.645998101866498,0.00343661696867495
v3,0.032581929231502486,1240344,4136,0.6542233470420753,0.003334558799816825
v3,0.03400670434194561,1294583,4181,0.6613413476747865,0.0032296113883775704
v3,0.035493788244253824,1351194,4229,0.6689338816830117,0.003129824436757416
v3,0.037045912858475194,1410281,4293,0.6790572603606454,0.00304407419514267
v3,0.03866588891004376,1471951,4339,0.6863334387851946,0.0029477883434978476
v3,0.04035671100362757,1536318,4387,0.6939259727934198,0.00285552860800954
v3,0.04212147881774268,1603500,4430,0.700727617842455,0.002762706579357655
v3,0.04396342337321516,1673620,4491,0.7103764631445745,0.002683404835028262
v3,0.04588588076471906,1746805,4549,0.71955077507118,0.0026041830656541513
v3,0.04789244977154844,1823192,4610,0.7291996203732996,0.0025285323761841867
v3,0.04998672917299737,1902918,4671,0.7388484656754192,0.002454651225118476
v3,0.05217260670144191,1986131,4712,0.7453337551407783,0.002372451766776713
v3,0.05445407516310614,2072983,4741,0.749920911104081,0.0022870423925328864
v3,0.05683528497498612,2163632,4793,0.7581461562796583,0.002215256568584676
v3,0.05932064923869794,2258246,4831,0.7641569123695033,0.0021392709208828443
v3,0.06191468612970568,2356997,4878,0.7715912685858906,0.002069582608717788
v3,0.06462217650809342,2460067,4912,0.7769693135083834,0.001996693585987699
v3,0.06744803257625524,2567643,4962,0.7848782031002847,0.001932511645894698
v3,0.07039748175812925,2679924,5007,0.7919962037329958,0.0018683365647682547
v3,0.07347588281996352,2797114,5048,0.7984814931983549,0.0018047172907503949
v3,0.07668893601801217,2919430,5094,0.8057576716229041,0.001744861154403428
v3,0.08004247295083931,3047094,5156,0.8155646947168618,0.0016921040177953158
v3,0.08354264043855303,3180340,5196,0.8218918063903828,0.001633787582459737
v3,0.08719590052280544,3319414,5241,0.8290098070230939,0.0015788931419822897
v3,0.09100889912448266,3464569,5278,0.8348623853211009,0.0015234218166819595
v3,0.09498862365447684,3616071,5319,0.84134767478646,0.0014709335076661936
v3,0.09914240301368608,3774199,5363,0.8483074976273332,0.0014209637594626038
v3,0.10347780251916652,3939241,5415,0.8565327428029105,0.0013746302904544302
v3,0.1080027815149043,4111500,5448,0.8617526099335653,0.0013250638453119299
v3,0.11272564083489157,4291292,5482,0.8671306548560582,0.0012774707477375112
v3,0.1176550490715885,4478947,5511,0.871717810819361,0.001230423132937273
v3,0.1227999900389992,4674807,5541,0.8764631445745017,0.0011852895745214722
v3,0.12816992038344388,4879232,5571,0.8812084783296426,0.0011417780503161154
v3,0.13377469077817272,5092597,5605,0.8865865232521354,0.001100617229283998
v3,0.13962451965490386,5315291,5637,0.8916482125909523,0.001060525190436422
v3,0.14573017708305752,5547724,5665,0.896077190762417,0.0010211394799020284
v3,0.15210282715898388,5790321,5714,0.9038279025624802,0.0009868192108865813
v3,0.15875413307981115,6043526,5743,0.908415058525783,0.0009502730690659724
v3,0.16569630968036955,6307804,5772,0.9130022144890857,0.0009150569675278432
v3,0.1729420708962673,6583639,5793,0.9163239481176843,0.000879908512602225
v3,0.18050468230081465,6871536,5825,0.9213856374565011,0.0008476998446926568
v3,0.18839798737348584,7172022,5855,0.9261309712116419,0.0008163667094161172
v3,0.1966364600368431,7485648,5880,0.9300854160075925,0.0007855031388064199
v3,0.2052351783880747,7812988,5894,0.9322999050933249,0.0007543848781029742
v3,0.21420992977284295,8154643,5911,0.9349889275545713,0.0007248631239896093
v3,0.22357713197989812,8511238,5944,0.9402087946852262,0.0006983707893023319
v3,0.2333539645833885,8883427,5965,0.9435305283138248,0.0006714750962663396
v3,0.24355831640593642,9271891,5992,0.9478013286934515,0.0006462543617046404
v3,0.2542088905924862,9677342,6018,0.9519139512812401,0.0006218649707739997
v3,0.2653252308787662,10100524,6035,0.9546029737424866,0.0005974937537894074
v3,0.2769276690543648,10542211,6050,0.9569756406200569,0.0005738834102258055
v3,0.2890374563050403,11003212,6068,0.9598228408731414,0.0005514753328391746
v3,0.30167678948118315,11484372,6087,0.9628282189180639,0.0005300246282513314
v3,0.31486883736627774,11986573,6114,0.9670990192976906,0.0005100707266372131
v3,0.32863776694536456,12510735,6136,0.9705789307181272,0.0004904587939877234
v3,0.34300882221042595,13057819,6149,0.9726352420120216,0.00047090559303969524
v3,0.3580082716234624,13628825,6162,0.9746915533059158,0.0004521299525087452
v3,0.37366364453265044,14224801,6170,0.97595697564062,0.0004337494774092094
v3,0.39000362609849454,14846839,6177,0.9770642201834863,0.00041604815678273336
v3,0.40705813609921326,15496078,6189,0.9789623536855425,0.0003993913814837535
v3,0.4248584077361251,16173707,6201,0.9808604871875989,0.0003834000455183218
v3,0.4434370927074967,16880969,6211,0.9824422651059791,0.00036792911591745713
v3,0.4628281824031566,17619158,6231,0.9856058209427396,0.0003536491357873061
v3,0.48306724432065345,18389628,6246,0.9879784878203101,0.00033964797982862947
v3,0.5041913432598699,19193790,6253,0.9890857323631762,0.0003257824535956682
v3,0.5262391726653326,20033117,6260,0.9901929769060424,0.00031248257572698247
